ID	DEDUP_SUFFIX	DATAYEAR_MERGED	LOAN_AMOUNT	CERPANA_VYSE_2022	CERPANA_VYSE_2023	CERPANA_VYSE_2024	rate_2022	rate_2023	rate_2024	FIXED_OR_VARIABLE	FIXED_NOSTRING_OR_VARIABLE_STRING	ucel_2022	ucel_2023	ucel_2024
00232963-00020729-20210124-20320331-12678796		2022 + 2023 + 2024	12678796	12650708.95 	12650708.95 	12650708.95 	0,45	0,45	0,45	FIXED	FIXED_NOSTRING	ČOV	ČOV	ČOV
00232963-45244782-20180109-20270109-40000000		2022 + 2023 + 2024	40000000	40000000.00 	40000000.00 	40000000.00 	1,65	1,65	1,65	FIXED	FIXED_NOSTRING	místní komunikace	místní komunikace	místní komunikace
00232980-45244782-20191105-20381220-30000000		2022 + 2023 + 2024	30000000	30000000.00 	30000000.00 	30000000.00 	1,83	1,83	1,83	FIXED	FIXED_NOSTRING	Skupinový vodovod CHOPOS	Skupinový vodovod CHOPOS	Skupinový vodovod CHOPOS
00233072-45244782-20180109-20251120-9500000		2022 + 2023 + 2024	9500000	8751394.00 	8751394.00 	8751394.00 	1,61	1,61	1,61	FIXED	FIXED_NOSTRING	Nákup CAS,Vodovod,posílení vod.zdrojů a  rozš.akumulace	Nákup CAS,Vodovod,posílení vod.zdrojů a  rozš.akumulace	Nákup CAS,Vodovod,posílení vod.zdrojů a  rozš.akumulace
00233129-00001350-20210715-20240315-190000000		2024	190000000			0.00 			6.95	FIXED	FIXED_NOSTRING			refinancování zůstatku úvěru a předfinancování investičních projektů
00233129-00001350-20210715-20360625-190000000		2022 + 2023	190000000	50000000.00 	50000000.00 		7,53	6,95		VARIABLE	FIXED_NOSTRING	refinancování zůstatku úvěru a předfinancování investičních projektů	refinancování zůstatku úvěru a předfinancování investičních projektů	
00233129-00001350-20240315-20431228-340000000		2024	340000000			10000000.00 			4.01	FIXED	FIXED_NOSTRING			rerefinancování zůstatku úvěru a předfinancování investičních projektů
00233129-00509701-20060525-20281231-26485199		2022 + 2023 + 2024	26485199	26485199.23 	26485199.23 	26485199.23 	0,00	0,00	0.00	FIXED	FIXED_NOSTRING	kanalizace v aglomeraci Beroun	kanalizace v aglomeraci Beroun	kanalizace v aglomeraci Beroun
00233129-46356975-20060926-20290101-29028999		2022 + 2023 + 2024	29028999	29028999.70 	29028999.70 	29028999.70 	5,45	8,28	6.72	VARIABLE	FIXED_NOSTRING	výstavba kanalizace v aglomeraci Beroun	výstavba kanalizace v aglomeraci Beroun	výstavba kanalizace v aglomeraci Beroun
00233161-45317054-20150506-20241031-2598000		2022 + 2023 + 2024	2598000	2598000.00 	2598000.00 	2598000.00 	1,3	1,3	1,3	FIXED	FIXED_NOSTRING	vodojem Bubovice	vodojem Bubovice	vodojem Bubovice
00233161-45317054-20200611-20300531-5300000		2022 + 2023 + 2024	5300000	5300000.00 	5300000.00 	5300000.00 	0,9	0,9	0,9	FIXED	FIXED_NOSTRING	nákup nemovitosti pro budoucí MŠ	nákup nemovitosti pro budoucí MŠ	nákup nemovitosti pro budoucí MŠ
00233188-45317054-20140930-20290920-13730976		2022 + 2023 + 2024	13730976	13730976.00 	13730976.00 	13730976.00 	1,19	1,19	1,19	FIXED	FIXED_NOSTRING	výstavba vodovodu	výstavba vodovodu	výstavba vodovodu
00233200-45317054-20170227-20370120-20000000		2022 + 2023	20000000	20000000.00 	20000000.00 		1,53	1,53		FIXED	FIXED_NOSTRING	nákup nemovitosti	nákup nemovitosti	
00233200-45317054-20170227-20370121-20000000		2024	20000000			20000000.00 			1,53	FIXED	FIXED_NOSTRING			nákup nemovitosti
00233200-45317054-20240426-20381231-17000000		2024	17000000			13707848.00 			4,63	FIXED	FIXED_NOSTRING			stavba školky
00233218-45244782-20161011-20290620-15000000		2022 + 2023 + 2024	15000000	15000000.00 	15000000.00 	15000000.00 	0,54	0,54	0,54	FIXED	FIXED_NOSTRING	Výstavba vodovodu a kanalizace	Výstavba vodovodu a kanalizace	Výstavba vodovodu a kanalizace
00233218-45244782-20171208-20300720-5000000		2022 + 2023 + 2024	5000000	4292947.73 	4292947.73 	4292947.73 	1,05	1,05	1,05	FIXED	FIXED_NOSTRING	Oprava chodníků	Oprava chodníků	Oprava chodníků
00233234-15886492-20230720-20260724-774400		2023 + 2024	774400		774400.00 	774400.00 		6,11	6,11	FIXED	FIXED_NOSTRING		komunální technika	komunální technika
00233234-45317054-20240116-20340131-7578870		2024	7578870			7578870.00 			4,52	FIXED	FIXED_NOSTRING			nákup pozemku
00233242-45244782-20180202-20260920-46000000		2022	46000000	46000000.00 			1,69			FIXED	FIXED_NOSTRING	Ú Financování dluhu a Projektu		
00233242-45244782-20180202-20260920-46600000		2023 + 2024	46600000		46428364.55 	46428364.55 		1,69	1,69	FIXED	FIXED_NOSTRING		Financování dluhu a Projektu	Financování dluhu a Projektu
00233269-45244782-20071227-20221020-6700000		2022	6700000	6700000.00 			2,03			FIXED	FIXED_NOSTRING	klimatizace		
00233269-45244782-20150401-20351231-17000000		2022 + 2023 + 2024	17000000	17000000.00 	17000000.00 	17000000.00 	0,94	0,94	0,94	FIXED	FIXED_NOSTRING	revitalizace náměstí	revitalizace náměstí	revitalizace náměstí
00233269-45244782-20150514-20351231-15000000		2022 + 2023 + 2024	15000000	15000000.00 	15000000.00 	15000000.00 	0,99	0,99	0,99	FIXED	FIXED_NOSTRING	nová ČOV, I.etapa vodovod a kanalizace	nová ČOV, I.etapa vodovod a kanalizace	nová ČOV, I.etapa vodovod a kanalizace
00233269-45244782-20160830-20370630-21000000		2022 + 2023 + 2024	21000000	21000000.00 	21000000.00 	21000000.00 	0,84	0,84	0,84	FIXED	FIXED_NOSTRING	II.etapa vodovod a kanalizace	II.etapa vodovod a kanalizace	II.etapa vodovod a kanalizace
00233285-00020729-20150505-20240331-5245206		2022 + 2023 + 2024	5245206	4312275.34 	4312275.34 	4312275.34 	1%	1%	1	FIXED	FIXED_NOSTRING	kanalizace a ČOV	kanalizace a ČOV	kanalizace a ČOV
00233285-45244782-20150224-20251231-20000000		2022 + 2023 + 2024	20000000	19999466.80 	19999466.80 	19999466.80 	1M PRIBOR + marže 0,30%	1M PRI BOR + marže 0,30%	1m PRIBOR + marže 0,30%	VARIABLE	VARIABLE_STRING	dofinancování rekonstrukce ZŠ, MŠ, zvyšování atraktivity Hudlicka, výstavba kanalizace a ČOV	dofinancování rekonstrukce ZŠ, MŠ, zvyšování atraktivity Hudlicka, výstavba kanalizace a ČOV	dofinancování rekonstrukce ZŠ, MŠ, zvyšování atraktivity Hudlicka, výstavba kanalizace a ČOV
00233307-45244782-20080617-20240131-12000000		2022	12000000	12000000.00 			2,74			FIXED	FIXED_NOSTRING	Splašková kanalizace		
00233307-45244782-20080617-20240731-12000000		2023 + 2024	12000000		12000000.00 	12000000.00 		2,74	2,74	FIXED	FIXED_NOSTRING		Splašková kanalizace	Splašková kanalizace
00233307-45317054-20170428-20220228-2767000		2022	2767000	2767000.00 			0,64			FIXED	FIXED_NOSTRING	Hasičské auto		
00233307-45317054-20191128-20320131-20000000		2022 + 2023 + 2024	20000000	17029874.45 	17029874.45 	17029874.45 	1,58	1,58	1,58	FIXED	FIXED_NOSTRING	MŠ a tělocvična	MŠ a tělocvična	MŠ a tělocvična
00233315-45244782-20160830-20360920-3800000		2022 + 2023	3800000	2508993.84 	2508993.84 		0,83	0,83		FIXED	FIXED_NOSTRING	Financování projektu	Financování projektu	
00233315-45244782-20160830-30360920-3800000		2024	3800000			2508993.84 			0,83	FIXED	FIXED_NOSTRING			Financování projektu
00233366-70891095-20220830-20220930-4000000		2022	4000000	4000000.00 			0			FIXED	FIXED_NOSTRING	"Projekt - ""Jivina - chodník podél sil. II/117"""		
00233366-70891095-20220830-20230930-4000000		2023	4000000		4000000.00 			0		FIXED	FIXED_NOSTRING		"Projekt - ""Jivina - chodník podél sil. II/117"""	
00233374-45244782-20210607-20281220-5000000		2022 + 2023 + 2024	5000000	2054340.42 	2054340.42 	2054340.42 	1M PRIBO	1M PRIBO	1M PRIBO	FIXED	VARIABLE_STRING	Projekt Intenzifikace ČOV Karlštejn	Projekt Intenzifikace ČOV	Projekt Intenzifikace
00233382-45244782-20161212-20270120-15000000		2022 + 2023 + 2024	15000000	15000000.00 	15000000.00 	15000000.00 	0,58	0,58	0,58	FIXED	FIXED_NOSTRING	Výstavba nové PZ	Výstavba nové PZ	Výstavba nové PZ
00233498-45244782-20170315-20320315-15000000		2022 + 2023 + 2024	15000000	15000000.00 	15000000.00 	15000000.00 	0,72	0,72	0,72	FIXED	FIXED_NOSTRING	Výstavba kanalizace	Výstavba kanalizace	Výstavba kanalizace
00233501-45317054-20240426-20290331-20000000		2024	20000000			16709486.97 			4,09	FIXED	FIXED_NOSTRING			Rekonstrukce a energetické úspory KD
00233510-45244782-20101008-20281231-25000000		2022 + 2023 + 2024	25000000	25000000.00 	25000000.00 	25000000.00 	1,99	1,99	1,99	FIXED	FIXED_NOSTRING	Kanaliace a ČOV Loděnice - I. a II. etapa	Kanaliace a ČOV Loděnice - I. a II. etapa	Kanaliace a ČOV Loděnice - I. a II. etapa
00233510-45317054-20120530-20310625-7000000		2022 + 2023 + 2024	7000000	7000000.00 	7000000.00 	7000000.00 	8,08	7,77	4,98	VARIABLE	FIXED_NOSTRING	Kanalizace a ČOV Loděnice - II. etapa	Kanalizace a ČOV Loděnice - II. etapa	Kanalizace a ČOV Loděnice - II. etapa
00233579-45244782-20120629-20320531-14692033		2022 + 2023 + 2024	14692033	14692033.40 	14692033.40 	14692033.40 	2,28	2,28	4,29	VARIABLE	FIXED_NOSTRING	Dofinancování investice teplofikace obce	Dofinancování investice teplofikace obce	Dofinancování investice teplofikace obce
00233587-45317054-20170202-20320430-10000000		2022 + 2023 + 2024	10000000	10000000.00 	10000000.00 	10000000.00 	0,49	0,49	0,49	FIXED	FIXED_NOSTRING	Dofinancování projektu Mezouň splašková kanalizace	Dofinancování projektu Mezouň splašková kanalizace	Dofinancování projektu Mezouň splašková kanalizace
00233633-00020729-20230913-20351231-20000000		2023 + 2024	20000000		7120120.21 	18687652.69 		1	1	FIXED	FIXED_NOSTRING		Spolufinanc.proj.-Napojení vodovodu Neumětely a Hostomice na skupinový vodovod Lochovice-Lhotka	Spolufinanc.proj.-Napojení vodovodu Neumětely a Hostomice na skupinový vodovod Lochovice-Lhotka
00233633-45317054-20160811-20260620-4000000		2022 + 2023 + 2024	4000000	3998767.49 	3998767.49 	3998767.49 	0,44	0,44	0,44	FIXED	FIXED_NOSTRING	nákup nemovitosti	nákup nemovitosti	nákup nemovitosti
00233650-45244782-20140725-20351231-19900000		2022 + 2023	19900000	19900000.00 	19900000.00 		1,93	1,93		FIXED	FIXED_NOSTRING	financování projektu - vodovod	financování kanalizace	
00233650-45244785-20140725-20351231-19900000		2024	19900000			19900000.00 			1,93	FIXED	FIXED_NOSTRING			financování kanalizace
00233692-45244782-20170412-20270520-2200000		2022 + 2023 + 2024	2200000	2200000.00 	2200000.00 	2200000.00 	0,89	0,89	0,89	FIXED	FIXED_NOSTRING	koupě nemovitosti	koupě nemovitosti	koupě nemovitosti
00233773-45244782-20121126-20220630-7000000		2022	7000000	7000000.00 			1,99			FIXED	FIXED_NOSTRING	Pavilon MŠ Rudná		
00233790-45244782-20170724-20321220-13000000		2022 + 2023 + 2024	13000000	12999999.82 	12999999.82 	12999999.82 	1,27	1,27	1,27	FIXED	FIXED_NOSTRING	výstavba kanalizace v Hatích	výstavba kanalizace v Hatích	výstavba kanalizace v Hatích
00233803-45244782-20160308-20261231-3000000		2022 + 2023 + 2024	3000000	3000000.00 	3000000.00 	3000000.00 	0,86	0,86	0,86	FIXED	FIXED_NOSTRING	veřejný vodovod Srbsko	veřejný vodovod Srbsko	veřejný vodovod Srbsko
00233803-45244782-20180724-20330820-8000000		2022 + 2023 + 2024	8000000	8000000.00 	8000000.00 	8000000.00 	1,95	1,95	1,95	FIXED	FIXED_NOSTRING	rozšíření ZŠ a MŠ Srbsko	rozšíření ZŠ a MŠ Srbsko	rozšíření ZŠ a MŠ Srbslp
00233803-45244782-20240919-20461220-26000000		2024	26000000			0.00 			3,21	FIXED	FIXED_NOSTRING			VO, chodníky a kanalizace v rámci průtahu Srbskem
00233803-45317054-20080204-20221231-5500000		2022	5500000	5500000.00 			3,77			FIXED	FIXED_NOSTRING	výstavba kanalizace		
00233846-45244782-20071106-20220920-1800000		2022	1800000	1800000.00 			2,59			FIXED	FIXED_NOSTRING	výstavba vodovodu		
00233846-45317054-20210205-20451231-28000000		2022 + 2023 + 2024	28000000	28000000.00 	28000000.00 	28000000.00 	1,45	1,45	1,45	FIXED	FIXED_NOSTRING	výstavba kanalizace	výstavba kanalizace	výstavba kanalizace
00233862-45244782-20151216-20381231-20000000		2022 + 2023 + 2024	20000000	20000000.00 	20000000.00 	20000000.00 	1,05%	1,05%	1,05%	FIXED	FIXED_NOSTRING	Svinaře-splašková kanalizace,ČOV 1200EO a vodovod	Svinaře-splašková kanalizace,ČOV 1200EO a vodovod	Svinaře-splašková kanalizace,ČOV 1200EO a vodovod
00233862-45244782-20210329-20300320-6500000		2022 + 2023 + 2024	6500000	5895727.30 	5895727.30 	5895727.30 	1,79%	1,79%	1,79%	FIXED	FIXED_NOSTRING	Svinaře-veřejný vodovod-4.etapa	Svinaře-veřejný vodovod-4.etapa	Svinaře-veřejný vodovod-4.etapa
00233862-45244782-20220714-20420620-3000000		2022 + 2023 + 2024	3000000	3000000.00 	3000000.00 	3000000.00 	1M PRIBOR	1M PRIBOR	1M PRIBOR	FIXED	VARIABLE_STRING	Odkoupení budovy České pošty	Odkoupení budovy České pošty	Odkoupení budovy České pošty
00233862-45244782-20241217-20511220-9500000		2024	9500000			0.00 			3,85%	FIXED	FIXED_NOSTRING			ČOV Svinaře vystrojení 2.linky a propojení vodovodu Běleč-Lhotka
00233871-45244782-20080418-20281231-5000000		2022 + 2023	5000000	5000000.00 	5000000.00 		1,98	1,98		FIXED	FIXED_NOSTRING	kanalizace	kanalizace	
00233871-45244782-20100218-20241231-4000000		2022	4000000	4000000.00 			1,51			FIXED	FIXED_NOSTRING	pozemek MŠ		
00233889-43517054-20181019-20230710-4687457		2022	4687457	4687457.00 			0,3			FIXED	FIXED_NOSTRING	Nástavba ZŠ		
00233889-45317054-20210209-20260430-7000000		2022 + 2023 + 2024	7000000	7000000.00 	7000000.00 	7000000.00 	1,51	1,51	1,51	FIXED	FIXED_NOSTRING	Refundace nákladů na rekonstrukci KD a vodní nádrže	investiční úvěr	investiční úvěr
00233889-45317054-20211125-20221123-3000000		2022	3000000	3000000.00 			0,63			FIXED	FIXED_NOSTRING	Financování časového nesouladu mezi příjmy a výdaji		
00233889-70891095-20210803-20311203-10000000		2024	10000000			10000000.00 			0	FIXED	FIXED_NOSTRING			národní pouť na Tetín
00233889-70891095-20210803-20311231-10000000		2022 + 2023	10000000	10000000.00 	10000000.00 		0	0		FIXED	FIXED_NOSTRING	Národní pouť na Tetíně	národní pouť na Tetíně	
00233935-00020729-20141008-20241231-1235939		2022 + 2023 + 2024	1235939	1142896.80 	1142896.80 	1142896.80 	1	1	1	FIXED	FIXED_NOSTRING	Obec Trubská, kraj Středočeský-Splašková kanalizace	Obec Trubská, kraj Středočeský-Splašková kanalizace	Obec Trubská, kraj Středočeský-Splašková kanalizace
00233951-45317054-20211215-20420731-23000000		2022 + 2023 + 2024	23000000	8074696.10 	23000000.00 	23000000.00 	2,66	0	0	VARIABLE	FIXED_NOSTRING	spolufinancování projektu Kanalizace Újezd	spolufinancování projektu Kanalizace Újezd	spolufinancování projektu Kanalizace Újezd
00233951-45317054-20230425-20280424-3000000		2023 + 2024	3000000		3000000.00 	3000000.00 		0	0	FIXED	FIXED_NOSTRING		spolufinancování projektu KANALIZACE ÚJEZD II.ETAPA	spolufinancování projektu KANALIZACE ÚJEZD II.ETAPA
00233994-45137054-20141008-20251220-15000000		2022 + 2023 + 2024	15000000	15000000.00 	15000000.00 	15000000.00 	0	0,86	0,86	VARIABLE	FIXED_NOSTRING	kanalizace	kanalizace	kanalizace
00234001-45244782-20130612-20291231-20000000		2022 + 2023 + 2024	20000000	20000000.00 	20000000.00 	20000000.00 	0	1,53	1,53	VARIABLE	FIXED_NOSTRING	kanalizace a vodovod	kanalizace a vodovod	kanalizace a vodovod
00234010-45244782-20180618-20230930-6000000		2022 + 2023	6000000	5999999.78 	5999999.78 		1,39	0		VARIABLE	FIXED_NOSTRING	Financování projektu	Financování projektu	
00234010-45244782-20190415-20230731-6000000		2022 + 2023	6000000	4777707.85 	4777707.85 		2,16	0		VARIABLE	FIXED_NOSTRING	Financování projektu	Financování projektu	
00234010-45244782-20211215-20330220-35000000		2022 + 2023	35000000	18993566.02 	18693566.02 		Plovoucí úrok	0		VARIABLE	VARIABLE_STRING	Financování projektu	Financování projektu	
00234010-45244782-20230309-20230228-50000000		2024	50000000			50000000.00 			5,16	FIXED	FIXED_NOSTRING			Financování projektu
00234010-45244782-20230309-20330228-50000000		2023	50000000		44394033.31 			5,16		FIXED	FIXED_NOSTRING		Financování projektu	
00234010-45244782-20240716-20401220-73000000		2024	73000000			42727233.31 			3,77	FIXED	FIXED_NOSTRING			Refinancování + financování projektu
00234028-00020729-20140912-20241231-4735060		2022 + 2023 + 2024	4735060	4735060.38 	4735060.38 	4735060.38 	1	1	1	FIXED	FIXED_NOSTRING	kanalizace - I. etapa	kanalizace - I. etapa	kanalizace - I. etapa
00234044-00020729-20230927-20351231-16611628		2023 + 2024	16611628		714895.87 	15159800.12 		1,00	1	FIXED	FIXED_NOSTRING		stavba vodovu Kvaň	stavba vodovu Kvaň
00234044-00020729-20230927-20351231-25083373		2023 + 2024	25083373		1791877.64 	21050200.94 		1,00	1	FIXED	FIXED_NOSTRING		stavba kanalizace a ČOV	stavba kanalizace a ČOV
00234044-45244782-20200115-20241220-13000000		2022 + 2023 + 2024	13000000	11485413.00 	11485413.00 	11485413.00 	2,08	2,08	2,08	FIXED	FIXED_NOSTRING	Úpravnapitné vody,zametací vůz	Úpravnapitné vody,zametací vůz	Úpravnapitné vody,zametací vůz
00234044-45244782-20211216-20390620-45000000		2023 + 2024	45000000		29230946.92 	29230946.92 		0	0	FIXED	FIXED_NOSTRING		rekonstrukce Lidového domu	rekonstrukce Lidového domu
00234044-49241494-20230317-20240320-1181800		2023 + 2024	1181800		1181800.00 	1181800.00 		4,00	4	FIXED	FIXED_NOSTRING		traktůrek	traktůrek
00234052-45244782-20190110-20291220-10000000		2022 + 2023 + 2024	10000000	10000000.00 	10000000.00 	10000000.00 	2,58	2,58	2,58	FIXED	FIXED_NOSTRING	ČOV a kanalizace	ČOV a kanalizace	ČOV a kanalizace
00234061-45244782-20170920-20281220-51875000		2022 + 2023 + 2024	51875000	51875000.00 	51875000.00 	51875000.00 	0,59	0,59	0,59	FIXED	FIXED_NOSTRING	Refinancování stávajícího úvěru, financování inv.projektu - Dostavba školního areálu ZŠ Zdice	Refinancování stávajícího úvěru, financování inv.projektů - Dostavba školního areálu ZŠ Zdice	Refinancování stávajícího úvěru, financování inv.projektů - Dostavba školního areálu
00234061-45244782-20180927-20361220-40000000		2022 + 2023 + 2024	40000000	40000000.00 	40000000.00 	40000000.00 	2,42	2,42	2,42	FIXED	FIXED_NOSTRING	financování inv.projektu - Dostavba školního areálu ZŠ Zdice	Financování inv. projektu - Dostavba školního areálu ZŠ Zdice	Financování inv.projektu - Dostavba školního areálu ZŠ Zdice
00234061-45244782-20200402-20310620-25000000		2022 + 2023 + 2024	25000000	25000000.00 	25000000.00 	25000000.00 	2,41	2,41	2,41	FIXED	FIXED_NOSTRING	Financování inv.projektu - Interierové vybavení nové budovy ZŠ Zdice, Dostavba škoního areálu ZŠ	Financování inv. projektu - Interiérové vybavení nové budovy ZŠ Zdice, Dostavba školního areálu ZŠ	Financování inv.projektu - Interierové vybavení nové budovy ZŠ Zdice, Dostavba školního areálu ZŠ
00234168-45317054-20201118-20251031-2396405		2022 + 2023	2396405	2396405.00 	2396405.00 		1M PRIBOR+0,7%	1M PRIBOR +0,7%		VARIABLE	VARIABLE_STRING	nákup hasicí techniky	nákup hasicí techniky	
00234192-45244782-20160203-20240720-2000000		2022 + 2023 + 2024	2000000	2000000.00 	2000000.00 	2000000.00 	0,44%	0,44%	0,44%	FIXED	FIXED_NOSTRING	financování nákupu nemovitostí pozemek p.č.82+budova, pozemek p.č. 60/2	financování nákupu nemovitostí pozemek p.č.82+budova, pozemek p.č. 60/2	financování nákupu nemovitostí pozemek p.č.82+budova, pozemek p.č. 60/2
00234192-45317054-20220127-20371231-10000000		2022 + 2023 + 2024	10000000	8991453.07 	8991453.07 	8991453.07 	3,55%	3,55%	3,55%	FIXED	FIXED_NOSTRING	financování rekonstrukce místní komunikace včetně dešťové kanalizace a přípojek	financování rekonstrukce místní komunikace včetně dešťové kanalizace a přípojek	financování rekonstrukce místní komunikace včetně dešťové kanalizace a přípojek
00234214-00001350-20160223-20301227-30000000		2022 + 2023 + 2024	30000000	30000000.00 	30000000.00 	30000000.00 	PRIBOR -3měs. + 0,3% p.a.	PRIBOR-3měs. + 0,3 % p.a.	3měs. PRIBOR + 0,3% p.a.	VARIABLE	VARIABLE_STRING	Rozšíření kapacity ZŠ Buštěhrad	Rozšíření kapacity ZŠ Buštěhrad	Rozšíření kapacity ZŠ Buštěhrad
00234214-00001350-20170830-20280930-5167426		2022 + 2023 + 2024	5167426	5167426.00 	5167426.00 	5167426.00 	2,48	2,48	2,48	FIXED	FIXED_NOSTRING	Revitalizace kotelen ZŠ a MŠ  - původně odložená splatnost, pohledávka  postoupena ČSOB, a.s.	Revitalizace kotelen ZŠ a MŠ  - původně odložená splatnost, pohledávka  postoupena ČSOB, a.s.	Revitalizace kotelen ZŠ a MŠ  - původně odložená splatnost, pohledávka  postoupena ČSOB, a.s.
